556287	1258278.0
658172	1258278.0
253239	3020471.2
663278	3009045.5
995	5202069.0
929556	5202069.0
573	1345833.685744568
72407	1486038.5406698564
1280	1602894.1257861636
2210	3128803.5
523844	3127379.0
2104	807060.4814814815
1236904	816496.0
1309411	3236984.0
653940	2253194.0
519	4718757.464285715
299767	3736900.5384615385
46679	5853060.0
1719	2348237.293103448
1352	623181.4142640365
562	1740154.7910211824
520	4110004.652014652
1511761	1223970.0
75985	2615246.8255813955
859	2457618.8333333335
143387	2236827.0
587753	6767535.191489362
1513890	7028021.615384615
446	2716257.4032258065
1638	2952473.222222222
202751	2921882.5
881621	2928879.0
85698	4644061.764705882
1639	2413570.244
1409	2693714.294117647
2660750	2734782.5
1598	1122706.0588235294
582	2812073.1666666665
65058	2370567.8333333335
380	1803034.4210526317
394	2297300.0
83555	882565.3076923077
550	1856052.5729166667
28901	2441660.685714286
192812	3077725.6666666665
47883	6543054.142857143
470	1637747.434679335
28450	3569923.0633484162
1439855	3636220.5
48664	1531845.642857143
412593	1816670.0
1298851	1816670.0
1898203	3491019.5714285714
2594789	3334474.0
1351	1346537.7252747254
1423	3148196.8994974876
1931	5221766.901639344
1476754	3543075.0
650466	219841.0
1617283	5497186.0
1303	1948626.625
927666	1958690.0
50741	2874414.4166666665
2488665	1541955.0
1463165	1632014.72
1311	2019570.347826087
485	1045287.0
1584	1756527.4137931035
1585	1766857.125
187880	1868990.0
560555	6185541.0
1914291	4712633.5
2037915	5108113.0
1903071	965755.1714285715
2070369	4323690.0
29555	204501.5
1247546	968791.0
48296	1222239.5555555555
1784714	5379839.0
1314	1800014.3380952382
437897	1284383.0
33910	10241819.5
1221524	10246864.0
915	2812094.0
228410	2812094.0
571	1581772.8875
221822	678715.2624113475
1718	2593315.512820513
1079988	3329895.0
39691	6225779.0
1613	1651026.0
889738	1384469.0
645	1357682.4468085107
29491	1455285.15
1038927	1228964.2258064516
488447	2146758.45
615	2933082.300970874
518	5204271.045454546
985052	2298983.0
985053	2298983.0
85874	2939057.0
1089553	2939057.0
542	547831.8225806452
120045	512959.54
264203	901862.2857142857
210	1389118.6933962265
2039724	2373486.0
2580412	2373486.0
105219	2107711.8571428573
813	763121.8220338983
1071763	1042743.0
1917421	4914503.0
1275	3866898.0
670	1953230.972972973
745023	2572045.0
347	4553493.943925234
64187	4587006.697674419
1310	2162897.0
332101	4529684.333333333
1441379	857799.0
549	1158974.4615384615
28025	1944601.5384615385
302911	1941902.8
1168290	1938595.0
1886637	6558113.0
1920191	6430384.0
59201	2441396.1659946237
595	2804016.214285714
633	2817999.7045454546
326544	5413691.0
1129794	5413691.0
529883	1402388.75
535712	1424506.0
1302	2196292.727272727
630	2360092.361111111
674	2205141.0
47715	2661781.5555555555
76759	4614224.1
2057235	2488096.0
2583452	2488096.0
594	4634304.0
685040	4609911.0
233316	3424597.8571428573
1304	1857672.5555555555
2285	2227216.4444444445
1028567	2223983.0
287	5721116.853281854
29544	4147749.8571428573
356837	4956835.0
35795	1196717.0
1423892	1196717.0
33038	3550915.0
411470	3550915.0
53558	832213.0
2293781	5115410.0
484770	5115410.0
148447	2169140.5
391038	2169140.5
431946	2419841.5
546	1794871.955882353
1282	895381.8876404495
176279	1321920.0
339	2803493.193548387
340	3302622.6
1281283	1704964.0
54262	1964535.3333333333
305	2734046.54
267608	2905461.0
359385	4941214.0
990315	4941214.0
779	1509750.6666666667
254945	1514666.0
40269	941643.9
195	803413.0
33047	1898892.0
29459	1659981.7537313432
2203205	8270461.0
149539	2816894.6845238097
1579	2009086.875
83560	1022217.5714285715
336809	256424.0
336810	256424.0
1288	2024011.7142857143
46429	1524407.0
690566	1524407.0
42895	2388348.7083333335
399742	2338230.5
1019	2990604.5
1888195	2275471.0
1505036	4373045.0
273123	1613388.0
227866	4012371.0
1882438	4520701.4
2703789	4535041.0
158836	1331843.4780701755
1812934	1244584.2857142857
197	1309290.9613733906
38313	2859525.714285714
2164	2277047.5
1379702	2029766.0
1392	2295292.9574468085
1831	2557194.203703704
1807790	3509574.5
655015	2353985.5
57046	2444247.0
476213	2444247.0
758802	5579510.0
292	2389358.274509804
1904254	2748134.923076923
434010	1605716.8333333333
247523	4594697.0
135461	2971903.8775510206
90371	1959847.8537549407
67774	2505003.5
2056245	3788814.0
1906741	3788814.0
46170	1561069.0807453417
1588	1077033.125
585196	2771862.0
1905730	4685750.428571428
901	2807531.0
716816	4472079.0
68214	10764674.0
926034	2359340.0
46626	3179374.3333333335
35814	3696200.625
33940	1829467.625
1163741	1616909.0
340189	1600867.3333333333
204773	3424307.0
2583588	1679664.528735632
621	2169140.4545454546
698828	3584631.0
1888209	2948350.75
1476901	2884293.0
666	2044634.8203125
558152	4501946.0
1244118	4678618.0
756892	885529.575
36855	1650692.3
1867	8287152.0
457423	8287152.0
472	868768.6923076923
2715164	3571042.0
1590	806498.7048192772
337330	831351.5625
33866	1799102.5
1183377	1736885.0
707185	1042810.0
103855	4912646.307692308
100901	957990.0
42157	957990.0
2371	1324176.4473684211
644356	1273252.5
788929	1258691.5
2049432	3890160.5
1978339	4790451.0
2518645	4012482.0
1302659	1110025.0
1773	4405499.579545454
