57705	1867851.142857143
1510466	1639964.0
1229908	1639964.0
379547	1486778.0
439481	1486778.0
54120	2843290.0
679926	2843290.0
39152	1457447.6666666667
1053692	1746697.0
1008460	1716818.0
529709	1716818.0
2210	3128803.5
1434121	3130228.0
53953	1738505.0
70601	1738505.0
1034015	2527938.0
926571	2527938.0
2287	2735923.076923077
1406512	1931651.0
83984	1804962.0
410358	1804962.0
1607807	1488669.0
1577791	1488669.0
2261	1901233.4
186497	1899085.0
1826864	2913112.0
1798806	2836447.0
1175444	2378438.0
1041930	2378438.0
2583824	985612.25
29288	1438039.3333333333
694430	1438039.3333333333
2152917	886568.0
644281	886568.0
1826872	2989777.0
868131	2546541.0
570267	2957635.0
304371	2957635.0
1816183	1780151.0
293091	1073306.1666666667
768065	815119.0
13769	1110910.75
547559	1110910.75
1470066	1563356.0
145261	1686891.0
267377	1661137.0
1931229	1259663.0
1932360	1259663.0
43080	2382399.1
427317	2608832.0
97393	1935211.0
333146	1935211.0
1961696	1217161.1666666667
1547899	1176442.3333333333
536044	2704953.0
1712654	1928800.0
187880	1868990.0
2224	1879471.0
349307	1879471.0
2026886	1720730.0
35749	1798135.5
2598455	2165038.0
2208	2790504.2
1434108	2287453.5
2162	2472248.5
35746	783690.8
2008440	1854909.0
1825023	1717399.3333333333
1603555	1620156.0
1604004	1112162.6666666667
1674923	1975536.0
33866	1799102.5
342949	1861320.0
1670455	2353189.0
1593364	1232128.0
1410606	1232128.0
39669	2138444.0
679901	2138444.0
2209	4149418.285714286
1434117	4096482.0
66852	2135742.5
1609968	2273296.0
1505907	1063082.0
59277	2512619.6666666665
70771	1769823.0
444157	1769823.0
2213	3363278.2
1434099	2276747.5
90427	2859299.0
86622	2859299.0
ERROR	1719388.4615384615
60847	1050129.2142857143
172049	1845800.0
604354	1845800.0
54252	1843267.0
694429	1843267.0
2044521	1429008.875
277988	2065932.0
2203	3544738.0
323259	3544738.0
348826	1087120.75
1961697	2628395.0
1380432	2628395.0
192952	4096345.0
111955	2694756.0
273063	2694756.0
1434107	4560446.0
73913	587245.6666666666
579137	587245.6666666666
2247	1230858.6666666667
416348	1230858.6666666667
213585	4142816.0
49899	1021571.5
69656	2803915.0
660522	1751546.0
2268204	1461105.0
1054217	1461105.0
930945	2522992.0
54077	1922421.0
